Site,Collection,Trap.date,Country,Jul_day,Species,Count,Species_occ
164440,1,16/06/2015,Scotland,167,Lunatipula.peliostigma,0,0
164440,1,16/06/2015,Scotland,167,Lunatipula.vernalis,0,0
164440,1,16/06/2015,Scotland,167,Metalimnobia.bifasciata,0,0
164440,1,16/06/2015,Scotland,167,Metalimnobia.quadrinotata,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.appendiculatus,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.cinereifrons,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.griseus,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.medius,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.obscurus,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.occultus,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.ochraceus,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.serpentiger,0,0
164440,1,16/06/2015,Scotland,167,Molophilus.sp,1,1
164440,1,16/06/2015,Scotland,167,Neolimnomyia.batava,0,0
164440,1,16/06/2015,Scotland,167,Neolimnomyia.filata,0,0
164440,1,16/06/2015,Scotland,167,Neolimnophila.carteri,0,0
164440,1,16/06/2015,Scotland,167,Neolimonia.dumetorum,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.appendiculata,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.cornicina,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.dorsalis,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.flavescens,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.flavipalpis,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.guestfalica,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.quadrifaria,0,0
164440,1,16/06/2015,Scotland,167,Nephrotoma.scurra,0,0
164440,1,16/06/2015,Scotland,167,Ormosia.aciculata,0,0
164440,1,16/06/2015,Scotland,167,Ormosia.depilata,0,0
164440,1,16/06/2015,Scotland,167,Ormosia.hederae,0,0
164440,1,16/06/2015,Scotland,167,Ormosia.nodulosa,0,0
164440,1,16/06/2015,Scotland,167,Ormosia.sp,0,0
164440,1,16/06/2015,Scotland,167,Paradelphomyia.nielseni,0,0
164440,1,16/06/2015,Scotland,167,Paradelphomyia.senilis,0,0
164440,1,16/06/2015,Scotland,167,Pedicia.occulta,0,0
164440,1,16/06/2015,Scotland,167,Pedicia.rivosa,0,0
164440,1,16/06/2015,Scotland,167,Phylidorea.ferruginea,0,0
164440,1,16/06/2015,Scotland,167,Phylidorea.fulvonervosa,0,0
164440,1,16/06/2015,Scotland,167,Phylidorea.squalens,0,0
164440,1,16/06/2015,Scotland,167,Pilaria.discicollis,0,0
164440,1,16/06/2015,Scotland,167,Prionocera.pubescens,0,0
164440,1,16/06/2015,Scotland,167,Pseudolimnophila.sepium,0,0
164440,1,16/06/2015,Scotland,167,Psiloconopa.stictica,0,0
164440,1,16/06/2015,Scotland,167,Pterelachisus.irrorata,0,0
164440,1,16/06/2015,Scotland,167,Pterelachisus.pabulina,0,0
164440,1,16/06/2015,Scotland,167,Pterelachisus.submarmorata,2,1
164440,1,16/06/2015,Scotland,167,Pterelachisus.varipennis,0,0
164440,1,16/06/2015,Scotland,167,Ptychoptera.albimana,0,0
164440,1,16/06/2015,Scotland,167,Ptychoptera.contaminata,0,0
164440,1,16/06/2015,Scotland,167,Ptychoptera.lacustris,0,0
164440,1,16/06/2015,Scotland,167,Ptychoptera.minuta,0,0
164440,1,16/06/2015,Scotland,167,Rhipidia.maculata,2,1
164440,1,16/06/2015,Scotland,167,Rhipidia.uniseriata,0,0
164440,1,16/06/2015,Scotland,167,Rhypholophus.haemorrhoidalis,0,0
164440,1,16/06/2015,Scotland,167,Rhypholophus.varius,0,0
164440,1,16/06/2015,Scotland,167,Savtshenkia.confusa,0,0
164440,1,16/06/2015,Scotland,167,Savtshenkia.rufina,0,0
164440,1,16/06/2015,Scotland,167,Schummelia.variicornis,0,0
164440,1,16/06/2015,Scotland,167,Symplecta.hybrida,0,0
164440,1,16/06/2015,Scotland,167,Tipula.oleracea,0,0
164440,1,16/06/2015,Scotland,167,Tipula.paludosa,0,0
164440,1,16/06/2015,Scotland,167,Tricyphona.immaculata,0,0
164440,1,16/06/2015,Scotland,167,Ula.mollissima,0,0
164440,1,16/06/2015,Scotland,167,Vestiplex.scripta,0,0
164440,1,16/06/2015,Scotland,167,Yamatoptipula.couckei,0,0
164440,2,21/07/2015,Scotland,202,Acutipula.fulvipennis,0,0
164440,2,21/07/2015,Scotland,202,Acutipula.luna,0,0
164440,2,21/07/2015,Scotland,202,Austrolimnophila.ochracea,0,0
164440,2,21/07/2015,Scotland,202,Beringotipula.unca,0,0
164440,2,21/07/2015,Scotland,202,Cheilotrichia.cinerascens,0,0
164440,2,21/07/2015,Scotland,202,Ctenophora.pectinicornis,0,0
164440,2,21/07/2015,Scotland,202,Cylindrotoma.distinctissima,0,0
164440,2,21/07/2015,Scotland,202,Dicranomyia.autumnalis,0,0
164440,2,21/07/2015,Scotland,202,Dicranomyia.modesta,0,0
164440,2,21/07/2015,Scotland,202,Dicranophragma.nemorale,0,0
164440,2,21/07/2015,Scotland,202,Dicranota.claripennis,0,0
164440,2,21/07/2015,Scotland,202,Dictenidia.bimaculata,0,0
164440,2,21/07/2015,Scotland,202,Diogma.glabrata,0,0
164440,2,21/07/2015,Scotland,202,Discobola.annulata,0,0
164440,2,21/07/2015,Scotland,202,Eloeophila.verralli,0,0
164440,2,21/07/2015,Scotland,202,Epiphragma.ocellare,0,0
164440,2,21/07/2015,Scotland,202,Erioconopa.trivialis,0,0
164440,2,21/07/2015,Scotland,202,Erioptera.fuscipennis,0,0
164440,2,21/07/2015,Scotland,202,Erioptera.lutea,0,0
164440,2,21/07/2015,Scotland,202,Euphylidorea.dispar,0,0
164440,2,21/07/2015,Scotland,202,Euphylidorea.lineola,0,0
164440,2,21/07/2015,Scotland,202,Euphylidorea.meigenii,0,0
164440,2,21/07/2015,Scotland,202,Gonomyia.abscondita,0,0
164440,2,21/07/2015,Scotland,202,Gonomyia.conoviensis,0,0
164440,2,21/07/2015,Scotland,202,Gonomyia.lucidula,0,0
164440,2,21/07/2015,Scotland,202,Gonomyia.recta,0,0
164440,2,21/07/2015,Scotland,202,Gonomyia.sp,0,0
164440,2,21/07/2015,Scotland,202,Helius.flavus,0,0
164440,2,21/07/2015,Scotland,202,Helius.longirostris,0,0
164440,2,21/07/2015,Scotland,202,Ilisia.maculata,0,0
164440,2,21/07/2015,Scotland,202,Ilisia.occoecata,0,0
164440,2,21/07/2015,Scotland,202,Limonia.dilutior,0,0
164440,2,21/07/2015,Scotland,202,Limonia.flavipes,0,0
164440,2,21/07/2015,Scotland,202,Limonia.macrostigma,0,0
164440,2,21/07/2015,Scotland,202,Limonia.nigropunctata,0,0
164440,2,21/07/2015,Scotland,202,Limonia.nubeculosa,0,0
164440,2,21/07/2015,Scotland,202,Limonia.phragmitidis,0,0
164440,2,21/07/2015,Scotland,202,Limonia.stigma,0,0
164440,2,21/07/2015,Scotland,202,Limonia.trivittata,0,0
164440,2,21/07/2015,Scotland,202,Lipsothrix.remota,0,0
164440,2,21/07/2015,Scotland,202,Lunatipula.fascipennis,0,0
164440,2,21/07/2015,Scotland,202,Lunatipula.helvola,0,0
164440,2,21/07/2015,Scotland,202,Lunatipula.livida,0,0
164440,2,21/07/2015,Scotland,202,Lunatipula.lunata,0,0
164440,2,21/07/2015,Scotland,202,Lunatipula.peliostigma,0,0
164440,2,21/07/2015,Scotland,202,Lunatipula.vernalis,0,0
164440,2,21/07/2015,Scotland,202,Metalimnobia.bifasciata,0,0
164440,2,21/07/2015,Scotland,202,Metalimnobia.quadrinotata,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.appendiculatus,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.cinereifrons,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.griseus,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.medius,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.obscurus,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.occultus,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.ochraceus,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.serpentiger,0,0
164440,2,21/07/2015,Scotland,202,Molophilus.sp,0,0
164440,2,21/07/2015,Scotland,202,Neolimnomyia.batava,0,0
164440,2,21/07/2015,Scotland,202,Neolimnomyia.filata,0,0
164440,2,21/07/2015,Scotland,202,Neolimnophila.carteri,0,0
164440,2,21/07/2015,Scotland,202,Neolimonia.dumetorum,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.appendiculata,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.cornicina,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.dorsalis,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.flavescens,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.flavipalpis,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.guestfalica,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.quadrifaria,0,0
164440,2,21/07/2015,Scotland,202,Nephrotoma.scurra,0,0
164440,2,21/07/2015,Scotland,202,Ormosia.aciculata,0,0
164440,2,21/07/2015,Scotland,202,Ormosia.depilata,0,0
164440,2,21/07/2015,Scotland,202,Ormosia.hederae,0,0
164440,2,21/07/2015,Scotland,202,Ormosia.nodulosa,0,0
164440,2,21/07/2015,Scotland,202,Ormosia.sp,0,0
164440,2,21/07/2015,Scotland,202,Paradelphomyia.nielseni,0,0
164440,2,21/07/2015,Scotland,202,Paradelphomyia.senilis,0,0
164440,2,21/07/2015,Scotland,202,Pedicia.occulta,0,0
164440,2,21/07/2015,Scotland,202,Pedicia.rivosa,0,0
164440,2,21/07/2015,Scotland,202,Phylidorea.ferruginea,0,0
164440,2,21/07/2015,Scotland,202,Phylidorea.fulvonervosa,0,0
164440,2,21/07/2015,Scotland,202,Phylidorea.squalens,0,0
164440,2,21/07/2015,Scotland,202,Pilaria.discicollis,0,0
164440,2,21/07/2015,Scotland,202,Prionocera.pubescens,0,0
164440,2,21/07/2015,Scotland,202,Pseudolimnophila.sepium,0,0
164440,2,21/07/2015,Scotland,202,Psiloconopa.stictica,0,0
164440,2,21/07/2015,Scotland,202,Pterelachisus.irrorata,0,0
164440,2,21/07/2015,Scotland,202,Pterelachisus.pabulina,0,0
164440,2,21/07/2015,Scotland,202,Pterelachisus.submarmorata,0,0
164440,2,21/07/2015,Scotland,202,Pterelachisus.varipennis,0,0
164440,2,21/07/2015,Scotland,202,Ptychoptera.albimana,0,0
164440,2,21/07/2015,Scotland,202,Ptychoptera.contaminata,0,0
164440,2,21/07/2015,Scotland,202,Ptychoptera.lacustris,0,0
164440,2,21/07/2015,Scotland,202,Ptychoptera.minuta,0,0
164440,2,21/07/2015,Scotland,202,Rhipidia.maculata,0,0
164440,2,21/07/2015,Scotland,202,Rhipidia.uniseriata,0,0
164440,2,21/07/2015,Scotland,202,Rhypholophus.haemorrhoidalis,0,0
164440,2,21/07/2015,Scotland,202,Rhypholophus.varius,0,0
164440,2,21/07/2015,Scotland,202,Savtshenkia.confusa,0,0
164440,2,21/07/2015,Scotland,202,Savtshenkia.rufina,0,0
164440,2,21/07/2015,Scotland,202,Schummelia.variicornis,0,0
164440,2,21/07/2015,Scotland,202,Symplecta.hybrida,0,0
164440,2,21/07/2015,Scotland,202,Tipula.oleracea,0,0
164440,2,21/07/2015,Scotland,202,Tipula.paludosa,0,0
164440,2,21/07/2015,Scotland,202,Tricyphona.immaculata,0,0
164440,2,21/07/2015,Scotland,202,Ula.mollissima,0,0
164440,2,21/07/2015,Scotland,202,Vestiplex.scripta,0,0
164440,2,21/07/2015,Scotland,202,Yamatoptipula.couckei,0,0
164440,3,25/08/2015,Scotland,237,Acutipula.fulvipennis,0,0
164440,3,25/08/2015,Scotland,237,Acutipula.luna,0,0
164440,3,25/08/2015,Scotland,237,Austrolimnophila.ochracea,0,0
164440,3,25/08/2015,Scotland,237,Beringotipula.unca,0,0
164440,3,25/08/2015,Scotland,237,Cheilotrichia.cinerascens,0,0
164440,3,25/08/2015,Scotland,237,Ctenophora.pectinicornis,0,0
164440,3,25/08/2015,Scotland,237,Cylindrotoma.distinctissima,0,0
164440,3,25/08/2015,Scotland,237,Dicranomyia.autumnalis,0,0
164440,3,25/08/2015,Scotland,237,Dicranomyia.modesta,3,1
164440,3,25/08/2015,Scotland,237,Dicranophragma.nemorale,0,0
164440,3,25/08/2015,Scotland,237,Dicranota.claripennis,0,0
164440,3,25/08/2015,Scotland,237,Dictenidia.bimaculata,0,0
164440,3,25/08/2015,Scotland,237,Diogma.glabrata,0,0
164440,3,25/08/2015,Scotland,237,Discobola.annulata,0,0
164440,3,25/08/2015,Scotland,237,Eloeophila.verralli,0,0
164440,3,25/08/2015,Scotland,237,Epiphragma.ocellare,0,0
164440,3,25/08/2015,Scotland,237,Erioconopa.trivialis,0,0
164440,3,25/08/2015,Scotland,237,Erioptera.fuscipennis,0,0
164440,3,25/08/2015,Scotland,237,Erioptera.lutea,0,0
164440,3,25/08/2015,Scotland,237,Euphylidorea.dispar,0,0
164440,3,25/08/2015,Scotland,237,Euphylidorea.lineola,0,0
164440,3,25/08/2015,Scotland,237,Euphylidorea.meigenii,0,0
164440,3,25/08/2015,Scotland,237,Gonomyia.abscondita,0,0
164440,3,25/08/2015,Scotland,237,Gonomyia.conoviensis,0,0
164440,3,25/08/2015,Scotland,237,Gonomyia.lucidula,0,0
164440,3,25/08/2015,Scotland,237,Gonomyia.recta,0,0
164440,3,25/08/2015,Scotland,237,Gonomyia.sp,0,0
164440,3,25/08/2015,Scotland,237,Helius.flavus,0,0
164440,3,25/08/2015,Scotland,237,Helius.longirostris,0,0
164440,3,25/08/2015,Scotland,237,Ilisia.maculata,0,0
164440,3,25/08/2015,Scotland,237,Ilisia.occoecata,0,0
164440,3,25/08/2015,Scotland,237,Limonia.dilutior,0,0
164440,3,25/08/2015,Scotland,237,Limonia.flavipes,0,0
164440,3,25/08/2015,Scotland,237,Limonia.macrostigma,1,1
164440,3,25/08/2015,Scotland,237,Limonia.nigropunctata,0,0
164440,3,25/08/2015,Scotland,237,Limonia.nubeculosa,12,1
164440,3,25/08/2015,Scotland,237,Limonia.phragmitidis,0,0
164440,3,25/08/2015,Scotland,237,Limonia.stigma,12,1
164440,3,25/08/2015,Scotland,237,Limonia.trivittata,0,0
164440,3,25/08/2015,Scotland,237,Lipsothrix.remota,0,0
164440,3,25/08/2015,Scotland,237,Lunatipula.fascipennis,0,0
164440,3,25/08/2015,Scotland,237,Lunatipula.helvola,0,0
164440,3,25/08/2015,Scotland,237,Lunatipula.livida,0,0
164440,3,25/08/2015,Scotland,237,Lunatipula.lunata,0,0
164440,3,25/08/2015,Scotland,237,Lunatipula.peliostigma,0,0
164440,3,25/08/2015,Scotland,237,Lunatipula.vernalis,0,0
164440,3,25/08/2015,Scotland,237,Metalimnobia.bifasciata,0,0
164440,3,25/08/2015,Scotland,237,Metalimnobia.quadrinotata,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.appendiculatus,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.cinereifrons,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.griseus,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.medius,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.obscurus,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.occultus,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.ochraceus,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.serpentiger,0,0
164440,3,25/08/2015,Scotland,237,Molophilus.sp,2,1
164440,3,25/08/2015,Scotland,237,Neolimnomyia.batava,0,0
164440,3,25/08/2015,Scotland,237,Neolimnomyia.filata,0,0
164440,3,25/08/2015,Scotland,237,Neolimnophila.carteri,0,0
164440,3,25/08/2015,Scotland,237,Neolimonia.dumetorum,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.appendiculata,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.cornicina,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.dorsalis,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.flavescens,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.flavipalpis,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.guestfalica,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.quadrifaria,0,0
164440,3,25/08/2015,Scotland,237,Nephrotoma.scurra,0,0
164440,3,25/08/2015,Scotland,237,Ormosia.aciculata,0,0
164440,3,25/08/2015,Scotland,237,Ormosia.depilata,0,0
164440,3,25/08/2015,Scotland,237,Ormosia.hederae,0,0
164440,3,25/08/2015,Scotland,237,Ormosia.nodulosa,0,0
164440,3,25/08/2015,Scotland,237,Ormosia.sp,0,0
164440,3,25/08/2015,Scotland,237,Paradelphomyia.nielseni,0,0
164440,3,25/08/2015,Scotland,237,Paradelphomyia.senilis,0,0
164440,3,25/08/2015,Scotland,237,Pedicia.occulta,0,0
164440,3,25/08/2015,Scotland,237,Pedicia.rivosa,0,0
164440,3,25/08/2015,Scotland,237,Phylidorea.ferruginea,0,0
164440,3,25/08/2015,Scotland,237,Phylidorea.fulvonervosa,0,0
164440,3,25/08/2015,Scotland,237,Phylidorea.squalens,0,0
164440,3,25/08/2015,Scotland,237,Pilaria.discicollis,0,0
164440,3,25/08/2015,Scotland,237,Prionocera.pubescens,0,0
164440,3,25/08/2015,Scotland,237,Pseudolimnophila.sepium,0,0
164440,3,25/08/2015,Scotland,237,Psiloconopa.stictica,0,0
164440,3,25/08/2015,Scotland,237,Pterelachisus.irrorata,0,0
164440,3,25/08/2015,Scotland,237,Pterelachisus.pabulina,0,0
164440,3,25/08/2015,Scotland,237,Pterelachisus.submarmorata,0,0
164440,3,25/08/2015,Scotland,237,Pterelachisus.varipennis,0,0
164440,3,25/08/2015,Scotland,237,Ptychoptera.albimana,0,0
164440,3,25/08/2015,Scotland,237,Ptychoptera.contaminata,0,0
164440,3,25/08/2015,Scotland,237,Ptychoptera.lacustris,0,0
164440,3,25/08/2015,Scotland,237,Ptychoptera.minuta,0,0
164440,3,25/08/2015,Scotland,237,Rhipidia.maculata,9,1
164440,3,25/08/2015,Scotland,237,Rhipidia.uniseriata,0,0
164440,3,25/08/2015,Scotland,237,Rhypholophus.haemorrhoidalis,0,0
164440,3,25/08/2015,Scotland,237,Rhypholophus.varius,0,0
164440,3,25/08/2015,Scotland,237,Savtshenkia.confusa,0,0
164440,3,25/08/2015,Scotland,237,Savtshenkia.rufina,0,0
164440,3,25/08/2015,Scotland,237,Schummelia.variicornis,0,0
164440,3,25/08/2015,Scotland,237,Symplecta.hybrida,0,0
164440,3,25/08/2015,Scotland,237,Tipula.oleracea,0,0
164440,3,25/08/2015,Scotland,237,Tipula.paludosa,3,1
164440,3,25/08/2015,Scotland,237,Tricyphona.immaculata,0,0
164440,3,25/08/2015,Scotland,237,Ula.mollissima,0,0
164440,3,25/08/2015,Scotland,237,Vestiplex.scripta,5,1
164440,3,25/08/2015,Scotland,237,Yamatoptipula.couckei,0,0
16891,1,01/06/2015,Scotland,152,Acutipula.fulvipennis,0,0
16891,1,01/06/2015,Scotland,152,Acutipula.luna,0,0
16891,1,01/06/2015,Scotland,152,Austrolimnophila.ochracea,0,0
16891,1,01/06/2015,Scotland,152,Beringotipula.unca,0,0
16891,1,01/06/2015,Scotland,152,Cheilotrichia.cinerascens,4,1
16891,1,01/06/2015,Scotland,152,Ctenophora.pectinicornis,0,0
16891,1,01/06/2015,Scotland,152,Cylindrotoma.distinctissima,0,0
16891,1,01/06/2015,Scotland,152,Dicranomyia.autumnalis,0,0
16891,1,01/06/2015,Scotland,152,Dicranomyia.modesta,0,0
16891,1,01/06/2015,Scotland,152,Dicranophragma.nemorale,0,0
16891,1,01/06/2015,Scotland,152,Dicranota.claripennis,0,0
16891,1,01/06/2015,Scotland,152,Dictenidia.bimaculata,0,0
16891,1,01/06/2015,Scotland,152,Diogma.glabrata,0,0
16891,1,01/06/2015,Scotland,152,Discobola.annulata,0,0
16891,1,01/06/2015,Scotland,152,Eloeophila.verralli,0,0
16891,1,01/06/2015,Scotland,152,Epiphragma.ocellare,0,0
16891,1,01/06/2015,Scotland,152,Erioconopa.trivialis,0,0
16891,1,01/06/2015,Scotland,152,Erioptera.fuscipennis,0,0
16891,1,01/06/2015,Scotland,152,Erioptera.lutea,0,0
16891,1,01/06/2015,Scotland,152,Euphylidorea.dispar,0,0
16891,1,01/06/2015,Scotland,152,Euphylidorea.lineola,0,0
16891,1,01/06/2015,Scotland,152,Euphylidorea.meigenii,0,0
16891,1,01/06/2015,Scotland,152,Gonomyia.abscondita,0,0
16891,1,01/06/2015,Scotland,152,Gonomyia.conoviensis,0,0
16891,1,01/06/2015,Scotland,152,Gonomyia.lucidula,0,0
16891,1,01/06/2015,Scotland,152,Gonomyia.recta,0,0
16891,1,01/06/2015,Scotland,152,Gonomyia.sp,0,0
16891,1,01/06/2015,Scotland,152,Helius.flavus,0,0
16891,1,01/06/2015,Scotland,152,Helius.longirostris,0,0
16891,1,01/06/2015,Scotland,152,Ilisia.maculata,0,0
16891,1,01/06/2015,Scotland,152,Ilisia.occoecata,0,0
16891,1,01/06/2015,Scotland,152,Limonia.dilutior,0,0
16891,1,01/06/2015,Scotland,152,Limonia.flavipes,0,0
16891,1,01/06/2015,Scotland,152,Limonia.macrostigma,0,0
16891,1,01/06/2015,Scotland,152,Limonia.nigropunctata,0,0
16891,1,01/06/2015,Scotland,152,Limonia.nubeculosa,0,0
16891,1,01/06/2015,Scotland,152,Limonia.phragmitidis,0,0
16891,1,01/06/2015,Scotland,152,Limonia.stigma,0,0
16891,1,01/06/2015,Scotland,152,Limonia.trivittata,0,0
16891,1,01/06/2015,Scotland,152,Lipsothrix.remota,0,0
16891,1,01/06/2015,Scotland,152,Lunatipula.fascipennis,0,0
16891,1,01/06/2015,Scotland,152,Lunatipula.helvola,0,0
16891,1,01/06/2015,Scotland,152,Lunatipula.livida,0,0
16891,1,01/06/2015,Scotland,152,Lunatipula.lunata,0,0
16891,1,01/06/2015,Scotland,152,Lunatipula.peliostigma,0,0
16891,1,01/06/2015,Scotland,152,Lunatipula.vernalis,0,0
16891,1,01/06/2015,Scotland,152,Metalimnobia.bifasciata,0,0
16891,1,01/06/2015,Scotland,152,Metalimnobia.quadrinotata,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.appendiculatus,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.cinereifrons,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.griseus,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.medius,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.obscurus,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.occultus,4,1
16891,1,01/06/2015,Scotland,152,Molophilus.ochraceus,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.serpentiger,0,0
16891,1,01/06/2015,Scotland,152,Molophilus.sp,0,0
16891,1,01/06/2015,Scotland,152,Neolimnomyia.batava,0,0
16891,1,01/06/2015,Scotland,152,Neolimnomyia.filata,0,0
16891,1,01/06/2015,Scotland,152,Neolimnophila.carteri,0,0
16891,1,01/06/2015,Scotland,152,Neolimonia.dumetorum,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.appendiculata,1,1
16891,1,01/06/2015,Scotland,152,Nephrotoma.cornicina,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.dorsalis,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.flavescens,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.flavipalpis,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.guestfalica,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.quadrifaria,0,0
16891,1,01/06/2015,Scotland,152,Nephrotoma.scurra,0,0
16891,1,01/06/2015,Scotland,152,Ormosia.aciculata,0,0
16891,1,01/06/2015,Scotland,152,Ormosia.depilata,0,0
16891,1,01/06/2015,Scotland,152,Ormosia.hederae,0,0
16891,1,01/06/2015,Scotland,152,Ormosia.nodulosa,0,0
16891,1,01/06/2015,Scotland,152,Ormosia.sp,0,0
16891,1,01/06/2015,Scotland,152,Paradelphomyia.nielseni,0,0
16891,1,01/06/2015,Scotland,152,Paradelphomyia.senilis,0,0
16891,1,01/06/2015,Scotland,152,Pedicia.occulta,0,0
16891,1,01/06/2015,Scotland,152,Pedicia.rivosa,0,0
