,ID,Species,Count,Order,Source,Type,no_traps,stemDensityHA,dbhMean,dbhSD
80,182014,Nicrophorus.humator,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
81,182014,Nicrophorus.interruptus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
82,182014,Nicrophorus.investigator,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
83,182014,Nicrophorus.vespilloides,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
84,182014,Notiophilus.biguttatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
85,182014,Notiophilus.substriatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
86,182014,Ocypus.aeneocephalus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
87,182014,Ocypus.brunnipes,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
88,182014,Ocypus.olens,27,Coleoptera,WrEN,PL,9,1531,14.2,4.9
89,182014,Oiceoptoma.thoracicum,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
90,182014,Omaliinae,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
91,182014,Orchestes.fagi,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
92,182014,Othius.angustus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
93,182014,Othius.laeviusculus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
94,182014,Othius.punctulatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
95,182014,Othius.subuliformis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
96,182014,Otiorhynchus.nodosus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
97,182014,Otiorhynchus.rugosostriatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
98,182014,Otiorhynchus.singularis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
99,182014,Oxytelus.laqueatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
100,182014,Paranchus.albipes,6,Coleoptera,WrEN,PL,9,1531,14.2,4.9
101,182014,Patrobus.atrorufus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
102,182014,Phacophallus.parumpunctatus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
103,182014,Philonthus.cognatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
104,182014,Philonthus.decorus,7,Coleoptera,WrEN,PL,9,1531,14.2,4.9
105,182014,Philonthus.laminatus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
106,182014,Philonthus.mannerheimi,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
107,182014,Philonthus.marginatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
108,182014,Philonthus.splendens,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
109,182014,Philonthus.tenuicornis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
110,182014,Phyllobius.argentatus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
111,182014,Platydracus.stercorarius,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
112,182014,Platynus.assimilis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
113,182014,Poecilus.cupreus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
114,182014,Pterostichus.diligens,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
115,182014,Pterostichus.madidus,17,Coleoptera,WrEN,PL,9,1531,14.2,4.9
116,182014,Pterostichus.melanarius,18,Coleoptera,WrEN,PL,9,1531,14.2,4.9
117,182014,Pterostichus.minor,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
118,182014,Pterostichus.niger,4,Coleoptera,WrEN,PL,9,1531,14.2,4.9
119,182014,Pterostichus.nigrata,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
120,182014,Pterostichus.nigrata.rhaeticus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
121,182014,Pterostichus.strenuus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
122,182014,Quedius.cruentus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
123,182014,Quedius.curtipennis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
124,182014,Quedius.fuliginosus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
125,182014,Quedius.fumatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
126,182014,Quedius.invreae,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
127,182014,Quedius.lateralis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
128,182014,Quedius.levicollis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
129,182014,Quedius.longicornis,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
130,182014,Quedius.maurorufus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
131,182014,Quedius.mesomelinus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
132,182014,Quedius.molochinus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
133,182014,Quedius.nigrocaeruleus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
134,182014,Quedius.nitipennis,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
135,182014,Quedius.puncticollis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
136,182014,Quedius.scintillans,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
137,182014,Quedius.umbrinus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
138,182014,Rhagonycha.nigriventris,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
139,182014,Rhizophagus.dispar,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
140,182014,Rugilus.rufipes,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
141,182014,Serica.brunnea,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
142,182014,Silpha.atrata,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
143,182014,Staphylinus.erythropterus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
144,182014,Stenichnus.collaris,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
145,182014,Stenus.bimaculatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
146,182014,Stenus.boops,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
147,182014,Stenus.brunnipes,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
148,182014,Stenus.clavicornis,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
149,182014,Stenus.juno,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
150,182014,Stenus.lustrator,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
151,182014,Stenus.nitidiusculus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
152,182014,Stenus.picipennis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
153,182014,Stenus.pubescens,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
154,182014,Synuchus.vivalis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
155,182014,Tachinus.humeralis,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
156,182014,Tachinus.marginellus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
157,182014,Tachinus.rufipes,1,Coleoptera,WrEN,PL,9,1531,14.2,4.9
158,182014,Tachyporinae,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
159,182014,Tachyporus.chrysomelinus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
160,182014,Tasgius.morsitans,2,Coleoptera,WrEN,PL,9,1531,14.2,4.9
161,182014,Timarcha.tenebricosa,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
162,182014,Trechus.obtusus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
163,182014,Trechus.quadristriatus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
164,182014,Trechus.rubens,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
165,182014,Trechus.secalis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
166,182014,Typhaeus.typhoeus,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
167,182014,Xantholinus.elegans,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
168,182014,Xantholinus.gallicus,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
169,182014,Xantholinus.linearis,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
170,182014,Xantholinus.longiventris,0,Coleoptera,WrEN,PL,9,1531,14.2,4.9
171,182014,platynus.assimilis,NA,Coleoptera,WrEN,PL,9,1531,14.2,4.9
172,182458,Abax.parallelepipedus,59,Coleoptera,WrEN,PL,6,296,46.8,29.3
173,182458,Acidota.cruentata,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
174,182458,Agabus.didymus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
175,182458,Agonum.emarginatum,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
176,182458,Agonum.fuliginosum,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
177,182458,Agonum.gracile,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
178,182458,Agonum.micans,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
179,182458,Agriotes.lineatus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
180,182458,Agriotes.obscurus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
181,182458,Agriotes.pallidulus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
182,182458,Agriotes.sputator,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
183,182458,Aleocharinae,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
184,182458,Amara.communis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
185,182458,Amara.eurynota,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
186,182458,Amara.familiaris,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
187,182458,Amara.similata,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
188,182458,Anchomenus.dorsalis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
189,182458,Anotylus.inustus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
190,182458,Anotylus.rugosus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
191,182458,Anotylus.sculpturatus,1,Coleoptera,WrEN,PL,6,296,46.8,29.3
192,182458,Aphodius.depressus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
193,182458,Aphodius.fimetarius,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
194,182458,Aphodius.rufipes,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
195,182458,Athous.haemorrhoidalis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
196,182458,Badister.bullatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
197,182458,Bembidion.aeneum,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
198,182458,Bembidion.lampros,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
199,182458,Bembidion.mannerheimii,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
200,182458,Bembidion.saxatile,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
201,182458,Bisnius.fimetarius,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
202,182458,Brachinus.crepitans,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
203,182458,Calathus.fuscipes,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
204,182458,Calathus.melanocephalus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
205,182458,Calathus.rotundicollis,2,Coleoptera,WrEN,PL,6,296,46.8,29.3
206,182458,Cantharis.rustica,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
207,182458,Carabus.nemoralis,1,Coleoptera,WrEN,PL,6,296,46.8,29.3
208,182458,Carabus.problematicus,8,Coleoptera,WrEN,PL,6,296,46.8,29.3
209,182458,Carabus.violaceus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
210,182458,Cartodere.nodifer,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
211,182458,Cassida.flaveola,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
212,182458,Catops.morio,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
213,182458,Choleva.jeanneli,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
214,182458,Choleva.oblonga,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
215,182458,Cholevinae..Genus.Catops,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
216,182458,Clivina.fossor,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
217,182458,Cryptophagidae..Genus.Atomaria,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
218,182458,Cychrus.caraboides,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
219,182458,Elaphrus.cupreus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
220,182458,Euophryum.confine,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
221,182458,Exomias.araneiformis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
222,182458,Exomias.pellucidus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
223,182458,Gastrophysa.polygoni,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
224,182458,Geotrupes.stercorarius,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
225,182458,Harpalus.affinis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
226,182458,Harpalus.latus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
227,182458,Harpalus.rufipes,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
228,182458,Helophorus.brevipalpis,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
229,182458,Hemicrepidius.hirtus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
230,182458,Hypnoidus.riparius,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
231,182458,Lathrobium.brunnipes,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
232,182458,Lathrobium.elongatum,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
233,182458,Lathrobium.fulvipenne,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
234,182458,Lathrobium.terminatum,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
235,182458,Leistus.ferrugineus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
236,182458,Leistus.fulvibarbis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
237,182458,Leistus.rufomarginatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
238,182458,Leistus.spinibarbis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
239,182458,Leistus.terminatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
240,182458,Leodidae..Genus.Choleva,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
241,182458,Lesteva.longoelytrata,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
242,182458,Lesteva.sicula.heeri,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
243,182458,Longitarsus.brunneus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
244,182458,Loricera.pilicornis,1,Coleoptera,WrEN,PL,6,296,46.8,29.3
245,182458,Megasternum.concinnum,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
246,182458,Melanotus.villosus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
247,182458,Micrambe.ulicis,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
248,182458,Micropeplinae,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
249,182458,Nebria.brevicollis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
250,182458,Neocrepidodera.ferruginea,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
251,182458,Nicrophorus.humator,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
252,182458,Nicrophorus.interruptus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
253,182458,Nicrophorus.investigator,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
254,182458,Nicrophorus.vespilloides,1,Coleoptera,WrEN,PL,6,296,46.8,29.3
255,182458,Notiophilus.biguttatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
256,182458,Notiophilus.substriatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
257,182458,Ocypus.aeneocephalus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
258,182458,Ocypus.brunnipes,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
259,182458,Ocypus.olens,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
260,182458,Oiceoptoma.thoracicum,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
261,182458,Omaliinae,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
262,182458,Orchestes.fagi,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
263,182458,Othius.angustus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
264,182458,Othius.laeviusculus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
265,182458,Othius.punctulatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
266,182458,Othius.subuliformis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
267,182458,Otiorhynchus.nodosus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
268,182458,Otiorhynchus.rugosostriatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
269,182458,Otiorhynchus.singularis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
270,182458,Oxytelus.laqueatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
271,182458,Paranchus.albipes,1,Coleoptera,WrEN,PL,6,296,46.8,29.3
272,182458,Patrobus.atrorufus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
273,182458,Phacophallus.parumpunctatus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
274,182458,Philonthus.cognatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
275,182458,Philonthus.decorus,7,Coleoptera,WrEN,PL,6,296,46.8,29.3
276,182458,Philonthus.laminatus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
277,182458,Philonthus.mannerheimi,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
278,182458,Philonthus.marginatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
279,182458,Philonthus.splendens,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
280,182458,Philonthus.tenuicornis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
281,182458,Phyllobius.argentatus,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
282,182458,Platydracus.stercorarius,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
283,182458,Platynus.assimilis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
284,182458,Poecilus.cupreus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
285,182458,Pterostichus.diligens,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
286,182458,Pterostichus.madidus,73,Coleoptera,WrEN,PL,6,296,46.8,29.3
287,182458,Pterostichus.melanarius,3,Coleoptera,WrEN,PL,6,296,46.8,29.3
288,182458,Pterostichus.minor,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
289,182458,Pterostichus.niger,3,Coleoptera,WrEN,PL,6,296,46.8,29.3
290,182458,Pterostichus.nigrata,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
291,182458,Pterostichus.nigrata.rhaeticus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
292,182458,Pterostichus.strenuus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
293,182458,Quedius.cruentus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
294,182458,Quedius.curtipennis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
295,182458,Quedius.fuliginosus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
296,182458,Quedius.fumatus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
297,182458,Quedius.invreae,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
298,182458,Quedius.lateralis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
299,182458,Quedius.levicollis,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
300,182458,Quedius.longicornis,NA,Coleoptera,WrEN,PL,6,296,46.8,29.3
301,182458,Quedius.maurorufus,0,Coleoptera,WrEN,PL,6,296,46.8,29.3
